"","zip","scrapedate","Boligareal","Vgtet_areal","Grundareal","Rum_vrelser","Antal_plan","Bygger","Energimrke","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Tidligere_salgspris","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Boligydelse","Forbrugsafh__forhold","Teknisk_pris"
"126","9574 Bælum","2022-08-12","73 m²","104 m²","1.000 m²","2/1","2","1963","E","1.140 kr.","4.279 kr.","179 dage","Vis historik","25.000 kr.","2.429 kr.","1.950 kr.",NA,"73 m²",NA,NA,NA
"127","9574 Bælum","2022-08-12","103 m²","118 m²","800 m²","3/2","2","1945","E","1.277 kr.","5.042 kr.","133 dage","Vis historik","30.000 kr.","3.211 kr.","2.576 kr.",NA,"5 m²",NA,NA,NA
"128","9574 Bælum","2022-08-12","106 m²","108 m²","733 m²","3/2","2","1945","F","1.402 kr.","4.583 kr.","337 dage","Vis historik","25.000 kr.","2.687 kr.","2.158 kr.","1975",NA,NA,NA,NA
"129","9574 Bælum","2022-08-12","261 m²","268 m²","391 m²","7/5","3","1912","E","1.323 kr.","1.660 kr.","738 dage","Vis historik","25.000 kr.","2.459 kr.","1.974 kr.","1950","20 m²",NA,NA,NA
"130","9574 Bælum","2022-08-12","125 m²","169 m²","6.156 m²","3/2","2","1965","E",NA,NA,NA,NA,"35.000 kr.","3.721 kr.","2.985 kr.",NA,"110 m²",NA,NA,NA
"131","9574 Bælum","2022-08-12","82 m²",NA,"5.000 m²","3/1","1","1920","F","1.335 kr.","7.866 kr.","127 dage","Vis historik","35.000 kr.","3.451 kr.","2.769 kr.",NA,NA,NA,NA,NA
"132","9574 Bælum","2022-08-12","200 m²","208 m²","315 m²","6/5","1","1897","C","1.147 kr.","3.341 kr.","4.362 dage",NA,"35.000 kr.","3.822 kr.","3.070 kr.",NA,NA,NA,NA,NA
"133","4941 Bandholm","2022-08-12","276 m²","282 m²","1.789 m²","6/3","2","1991","C","2.769 kr.","17.727 kr.","400 dage","Vis historik","250.000 kr.","26.347 kr.","20.952 kr.",NA,NA,NA,NA,NA
"134","7150 Barrit","2022-08-12","145 m²","152 m²","1.140 m²","5/3","2","1900","E","1.622 kr.","3.914 kr.","405 dage",NA,"30.000 kr.","3.213 kr.","2.583 kr.",NA,NA,NA,NA,NA
"135","7150 Barrit","2022-08-12","83 m²","87 m²","1.000 m²","3/2","1","1960","F","1.051 kr.","7.989 kr.","155 dage",NA,"35.000 kr.","3.740 kr.","3.008 kr.",NA,NA,NA,NA,NA
"136","7755 Bedsted Thy","2022-08-12","130 m²","141 m²","836 m²","4/3","1","1973","D","1.252 kr.","4.220 kr.","1.108 dage","Vis historik","30.000 kr.","2.714 kr.","2.283 kr.","1985",NA,NA,NA,NA
"137","7755 Bedsted Thy","2022-08-12","258 m²","282 m²","713 m²","7/4","3","1960","D","951 kr.","2.926 kr.","154 dage","Vis historik","45.000 kr.","4.018 kr.","3.293 kr.","1976","29 m²",NA,NA,NA
"138","7755 Bedsted Thy","2022-08-12","175 m²","184 m²","800 m²","4/3","1","1962","E","1.153 kr.","2.147 kr.","177 dage",NA,"25.000 kr.","2.127 kr.","1.704 kr.",NA,NA,NA,NA,NA
"139","7755 Bedsted Thy","2022-08-12","144 m²","149 m²","834 m²","5/4","1","1966","D","1.064 kr.","5.000 kr.","2.136 dage","Vis historik","40.000 kr.","3.366 kr.","2.834 kr.",NA,NA,NA,NA,NA
"140","7755 Bedsted Thy","2022-08-12","118 m²","126 m²","700 m²","4/3","1","1987","C","1.117 kr.","4.683 kr.","707 dage","Vis historik","30.000 kr.","3.313 kr.","2.655 kr.",NA,NA,NA,NA,NA
"141","7755 Bedsted Thy","2022-08-12","151 m²","152 m²","443 m²","4/3","2","1908","E","914 kr.","1.941 kr.","1.481 dage",NA,"25.000 kr.","1.378 kr.","1.145 kr.",NA,NA,NA,NA,NA
"142","7755 Bedsted Thy","2022-08-12","84 m²","83 m²","471 m²","4/4","2","1900","D","723 kr.","3.916 kr.","366 dage","Vis historik","25.000 kr.","1.754 kr.","1.405 kr.",NA,NA,NA,NA,NA
"143","7755 Bedsted Thy","2022-08-12","119 m²","126 m²","733 m²","5/4","1","1968","E","1.071 kr.","4.722 kr.","535 dage","Vis historik","30.000 kr.","2.828 kr.","2.346 kr.",NA,NA,NA,NA,NA
"144","6541 Bevtoft","2022-08-12","151 m²","124 m²","797 m²","4/3","3","1945","C","1.137 kr.","5.605 kr.","100 dage","Vis historik","35.000 kr.","3.745 kr.","2.987 kr.",NA,NA,NA,NA,NA
"145","6541 Bevtoft","2022-08-12","114 m²","122 m²","1.073 m²","3/2","2","1930","D","1.303 kr.","5.697 kr.","155 dage",NA,"35.000 kr.","3.745 kr.","2.987 kr.",NA,NA,NA,NA,NA
"146","6541 Bevtoft","2022-08-12","161 m²","165 m²","1.040 m²","7/5","2","1979","C","1.435 kr.","5.909 kr.","153 dage","Vis historik","50.000 kr.","5.218 kr.","4.163 kr.",NA,NA,NA,NA,NA
"147","6852 Billum","2022-08-12","368 m²","363 m²","4.308 m²","11/8","2","1900","B","2.338 kr.","8.810 kr.","162 dage",NA,"160.000 kr.","18.508 kr.","14.660 kr.","2014",NA,NA,NA,NA
"148","4632 Bjæverskov","2022-08-12","165 m²","164 m²","1.883 m²","5/3","2","1870","E",NA,NA,NA,"Vis historik","240.000 kr.","25.137 kr.","20.319 kr.","1976",NA,NA,NA,NA
"149","4632 Bjæverskov","2022-08-12","89 m²","160 m²","1.254 m²","3/1","1","1920","D","2.629 kr.","14.969 kr.","133 dage","Vis historik","120.000 kr.","11.901 kr.","9.840 kr.","1976",NA,NA,NA,NA
"150","4632 Bjæverskov","2022-08-12","198 m²","161 m²","901 m²","5/4","1","1969","C","2.977 kr.","21.708 kr.","120 dage",NA,"175.000 kr.","18.586 kr.","15.035 kr.",NA,NA,NA,NA,NA
"151","4632 Bjæverskov","2022-08-12","117 m²","113 m²","53.790 m²","6/4",NA,"1923","D","2.124 kr.","37.611 kr.","462 dage","Vis historik","215.000 kr.","22.409 kr.","18.128 kr.","1993",NA,NA,NA,NA
"152","8850 Bjerringbro","2022-08-12","143 m²","248 m²","525 m²","5/4","3","1946","G","1.494 kr.","3.206 kr.","193 dage",NA,"40.000 kr.","4.235 kr.","3.401 kr.",NA,"17 m²",NA,NA,NA
"153","8850 Bjerringbro","2022-08-12","61 m²","71 m²","265 m²","2/1","1","1900","G","768 kr.","6.972 kr.","717 dage",NA,"25.000 kr.","2.915 kr.","2.299 kr.","2008",NA,NA,NA,NA
"154","6091 Bjert","2022-08-12","208 m²","216 m²","298.441 m²","5/4","1","2000","B","6.598 kr.","92.593 kr.","161 dage","Vis historik","1.000.000 kr.","105.219 kr.","84.611 kr.",NA,NA,NA,NA,NA
"155","6091 Bjert","2022-08-12","186 m²",NA,"810 m²","5/4","1","2018","A2015","3.028 kr.","19.328 kr.","104 dage","Vis historik","180.000 kr.","18.972 kr.","15.255 kr.",NA,NA,NA,NA,NA
"156","6091 Bjert","2022-08-12","170 m²","206 m²","725 m²","6/5","3","1936","C","2.592 kr.","19.393 kr.","147 dage",NA,"200.000 kr.","21.074 kr.","16.946 kr.",NA,"105 m²",NA,NA,NA
"157","6857 Blåvand","2022-08-12","174 m²",NA,"1.622 m²","6/5","1","2016","A2010","3.969 kr.","25.000 kr.","462 dage",NA,"220.000 kr.","22.944 kr.","18.499 kr.",NA,NA,NA,NA,NA
"158","6857 Blåvand","2022-08-12","150 m²",NA,"2.037 m²","3/2","1","2012","B","3.286 kr.","25.000 kr.","3.589 dage",NA,"190.000 kr.","17.048 kr.","14.347 kr.",NA,NA,NA,NA,NA
"159","4242 Boeslunde","2022-08-12","137 m²","146 m²","33.196 m²","6/4","2","1870","E","2.635 kr.","10.925 kr.","150 dage",NA,"80.000 kr.","8.458 kr.","6.822 kr.","1992",NA,NA,NA,NA
"160","4242 Boeslunde","2022-08-12","108 m²","117 m²","886 m²","5/4","3","1924","F","1.755 kr.","5.085 kr.","269 dage",NA,"30.000 kr.","3.202 kr.","2.582 kr.","1984","3 m²",NA,NA,NA
"161","5400 Bogense","2022-08-12","232 m²","245 m²","2.892 m²","8/6","1","1747","C","2.031 kr.","6.510 kr.","123 dage",NA,"80.000 kr.","8.464 kr.","6.761 kr.",NA,NA,NA,NA,NA
"162","5400 Bogense","2022-08-12","104 m²","114 m²","2.840 m²","3/2","1","1967","E",NA,NA,NA,NA,"35.000 kr.","3.734 kr.","2.982 kr.",NA,NA,NA,NA,NA
"163","5400 Bogense","2022-08-12","100 m²","144 m²","1.902 m²","5/3","3","1964","G","1.684 kr.","5.521 kr.","330 dage",NA,"40.000 kr.","4.255 kr.","3.398 kr.",NA,"67 m²",NA,NA,NA
"164","5400 Bogense","2022-08-12","240 m²","168 m²","25.524 m²","10/7",NA,"1982","C","2.887 kr.","11.875 kr.","123 dage",NA,"100.000 kr.","10.568 kr.","8.442 kr.","2011",NA,NA,NA,NA
"165","5400 Bogense","2022-08-12","100 m²","112 m²","26.776 m²","3/2",NA,"1877","G","2.166 kr.","8.438 kr.","461 dage",NA,"50.000 kr.","5.029 kr.","4.017 kr.",NA,NA,NA,NA,NA
"166","5400 Bogense","2022-08-12","166 m²","171 m²","5.780 m²","6/4","2","1892","E","1.786 kr.","6.988 kr.","386 dage","Vis historik","60.000 kr.","6.359 kr.","5.079 kr.","1985",NA,NA,NA,NA
"167","5400 Bogense","2022-08-12","122 m²","139 m²","1.300 m²","5/3","2","1944","G","1.552 kr.","5.719 kr.","196 dage","Vis historik","40.000 kr.","4.255 kr.","3.398 kr.","2013","35 m²",NA,NA,NA
"168","5400 Bogense","2022-08-12","161 m²","160 m²","1.623 m²","6/3","3","1890","D","1.717 kr.","4.688 kr.","209 dage",NA,"40.000 kr.","4.004 kr.","3.198 kr.","2001",NA,NA,NA,NA
"169","4793 Bogø By","2022-08-12","115 m²",NA,"440 m²","4/3",NA,"2022","A2020","1.468 kr.","17.348 kr.","402 dage",NA,"100.000 kr.","10.584 kr.","8.519 kr.",NA,NA,NA,NA,NA
"170","4793 Bogø By","2022-08-12","122 m²","125 m²","1.039 m²","4/3","1","1961","E","2.072 kr.","12.400 kr.","86 dage","Vis historik","80.000 kr.","8.175 kr.","6.580 kr.",NA,NA,NA,NA,NA
"171","6392 Bolderslev","2022-08-12","134 m²","143 m²","900 m²","5/3","3","1942","D","1.329 kr.","6.958 kr.","341 dage",NA,"50.000 kr.","5.375 kr.","4.316 kr.",NA,NA,NA,NA,NA
"172","6392 Bolderslev","2022-08-12","151 m²","160 m²","1.091 m²","5/4","1","1979","F","1.528 kr.","5.594 kr.","157 dage",NA,"45.000 kr.","4.794 kr.","3.849 kr.","1992",NA,NA,NA,NA
"173","7080 Børkop","2022-08-12","112 m²","130 m²","273 m²","5/3","3","1912","F","1.639 kr.","5.346 kr.","248 dage",NA,"35.000 kr.","3.736 kr.","3.060 kr.",NA,"54 m²",NA,NA,NA
"174","4791 Borre","2022-08-12","124 m²","139 m²","2.050 m²","5/3","2","1900","D","1.813 kr.","7.518 kr.","400 dage",NA,"55.000 kr.","5.579 kr.","4.494 kr.","2001",NA,NA,NA,NA
"175","4791 Borre","2022-08-12","64 m²","72 m²","776 m²","3/1","1","1942","G","1.001 kr.","3.819 kr.","337 dage",NA,"25.000 kr.","1.455 kr.","1.171 kr.",NA,NA,NA,NA,NA
"176","4791 Borre","2022-08-12","164 m²","188 m²","2.199 m²","4/3","2","1880","F","1.740 kr.","2.926 kr.","247 dage",NA,"30.000 kr.","2.960 kr.","2.382 kr.",NA,NA,NA,NA,NA
"177","4791 Borre","2022-08-12","167 m²","182 m²","1.326 m²","5/2","2","1901","D","1.511 kr.","5.357 kr.","87 dage","Vis historik","50.000 kr.","5.218 kr.","4.203 kr.",NA,NA,NA,NA,NA
"178","4140 Borup","2022-08-12","352 m²","109 m²","614 m²","4/4","2","1912","C","3.635 kr.","45.413 kr.","241 dage",NA,"250.000 kr.","26.091 kr.","21.106 kr.","2003",NA,NA,NA,NA
"179","7650 Bøvlingbjerg","2022-08-12","101 m²","104 m²","579 m²","3/2","1","1988","C",NA,NA,NA,"Vis historik","25.000 kr.","2.517 kr.","2.018 kr.",NA,NA,NA,NA,NA
"180","7650 Bøvlingbjerg","2022-08-12","140 m²","146 m²","700 m²","5/4","2","1964","D","1.039 kr.","2.705 kr.","280 dage",NA,"25.000 kr.","2.120 kr.","1.700 kr.","1978",NA,NA,NA,NA
"181","7650 Bøvlingbjerg","2022-08-12","160 m²","187 m²","266 m²","11/8","3","1931","G","942 kr.","1.845 kr.","1.330 dage",NA,"25.000 kr.","1.732 kr.","1.422 kr.",NA,"50 m²",NA,NA,NA
"182","6740 Bramming","2022-08-12","151 m²","194 m²","16.968 m²","5/4","1","1920","D","1.788 kr.","9.268 kr.","503 dage","Vis historik","90.000 kr.","8.708 kr.","7.147 kr.","2010",NA,NA,NA,NA
"183","6740 Bramming","2022-08-12","147 m²","178 m²","2.218 m²","4/3","3","1947","B",NA,NA,NA,"Vis historik","70.000 kr.","7.420 kr.","5.951 kr.","1999","5 m²",NA,NA,NA
"184","6740 Bramming","2022-08-12","124 m²","125 m²","351 m²","4/3","2","1900","G","1.302 kr.","6.784 kr.","143 dage","Vis historik","45.000 kr.","4.149 kr.","3.405 kr.",NA,NA,NA,NA,NA
"185","6740 Bramming","2022-08-12","210 m²","220 m²","918 m²","7/5","2","1976","C","2.386 kr.","7.264 kr.","168 dage",NA,"80.000 kr.","9.220 kr.","7.262 kr.","1980",NA,NA,NA,NA
"186","6740 Bramming","2022-08-12","91 m²","95 m²","1.542 m²","4/3","1","1968","G","1.051 kr.","6.821 kr.","1.178 dage","Vis historik","35.000 kr.","3.555 kr.","2.853 kr.",NA,NA,NA,NA,NA
"187","6740 Bramming","2022-08-12","201 m²","206 m²","1.018 m²","5/4","3","1932","F","1.765 kr.","3.859 kr.","120 dage","Vis historik","40.000 kr.","4.286 kr.","3.439 kr.","1978","10 m²",NA,NA,NA
"188","6740 Bramming","2022-08-12","92 m²","120 m²","384 m²","4/3","3","1949","D","1.467 kr.","10.817 kr.","673 dage",NA,"65.000 kr.","6.306 kr.","5.175 kr.",NA,"64 m²",NA,NA,NA
"189","6740 Bramming","2022-08-12","182 m²","187 m²","938 m²","5/4","1","2005","C",NA,NA,NA,"Vis historik","130.000 kr.","13.678 kr.","10.970 kr.",NA,NA,NA,NA,NA
"190","6740 Bramming","2022-08-12","167 m²","169 m²","723 m²","7/5","2","1977","D","2.073 kr.","7.544 kr.","134 dage","Vis historik","65.000 kr.","7.117 kr.","5.713 kr.","1979",NA,NA,NA,NA
"191","6740 Bramming","2022-08-12","119 m²","132 m²","2.226 m²","4/3","1","1860","F","1.160 kr.","2.462 kr.","1.147 dage",NA,"25.000 kr.","1.738 kr.","1.395 kr.",NA,NA,NA,NA,NA
"192","6261 Bredebro","2022-08-12","140 m²","147 m²","358 m²","5/4","2","1929","C","1.196 kr.","4.048 kr.","497 dage",NA,"30.000 kr.","3.195 kr.","2.565 kr.",NA,NA,NA,NA,NA
"193","6261 Bredebro","2022-08-12","80 m²","85 m²","967 m²","2/1","2","1928","E","1.037 kr.","5.706 kr.","127 dage",NA,"25.000 kr.","2.627 kr.","2.110 kr.",NA,NA,NA,NA,NA
"194","6261 Bredebro","2022-08-12","110 m²","116 m²","1.026 m²","4/3","2","1954","D","1.062 kr.","3.879 kr.","130 dage","Vis historik","25.000 kr.","2.425 kr.","1.949 kr.",NA,NA,NA,NA,NA
"195","6261 Bredebro","2022-08-12","137 m²","164 m²","1.159 m²","4/3","2","1949","F","1.138 kr.","3.628 kr.","270 dage",NA,"30.000 kr.","3.201 kr.","2.571 kr.",NA,NA,NA,NA,NA
"196","5464 Brenderup Fyn","2022-08-12","143 m²","160 m²","998 m²","5/4","2","1920","D","1.324 kr.","6.844 kr.","203 dage",NA,"55.000 kr.","5.852 kr.","4.689 kr.","1977",NA,NA,NA,NA
"197","5464 Brenderup Fyn","2022-08-12","144 m²","141 m²","218 m²","5/3","4","1880","D","1.353 kr.","7.057 kr.","127 dage","Vis historik","50.000 kr.","5.574 kr.","4.470 kr.","2014","12 m²",NA,NA,NA
"198","5464 Brenderup Fyn","2022-08-12","102 m²","151 m²","718 m²","4/3","2","1960","G","1.589 kr.","4.603 kr.","323 dage","Vis historik","35.000 kr.","3.721 kr.","2.981 kr.",NA,"102 m²",NA,NA,NA
"199","5464 Brenderup Fyn","2022-08-12","225 m²","222 m²","1.346 m²","7/7","1","1880",NA,"2.812 kr.","7.860 kr.","241 dage",NA,"90.000 kr.","9.619 kr.","7.715 kr.","1993",NA,NA,NA,NA
"200","6310 Broager","2022-08-12","102 m²","109 m²","530 m²","5/2","1","1800","G","1.252 kr.","5.275 kr.","164 dage",NA,"30.000 kr.","3.099 kr.","2.485 kr.","1996",NA,NA,NA,NA
"201","5672 Broby","2022-08-12","137 m²","150 m²","1.065 m²","5/4","3","1900","D","1.478 kr.","8.633 kr.","193 dage",NA,"65.000 kr.","6.959 kr.","5.558 kr.","2002","7 m²",NA,NA,NA
"202","5672 Broby","2022-08-12","184 m²","192 m²","2.876 m²","5/4","2","1910","E",NA,NA,NA,NA,"45.000 kr.","4.528 kr.","3.613 kr.","1978",NA,NA,NA,NA
"203","5672 Broby","2022-08-12","183 m²","186 m²","631 m²","7/5","2","1911","E","1.712 kr.","6.694 kr.","350 dage",NA,"65.000 kr.","6.611 kr.","5.280 kr.","1980",NA,NA,NA,NA
"204","5672 Broby","2022-08-12","96 m²","102 m²","439 m²","5/5","2","1900","G","1.142 kr.","5.392 kr.","3.199 dage",NA,"30.000 kr.","2.962 kr.","2.363 kr.","1975",NA,NA,NA,NA
"205","5672 Broby","2022-08-12","109 m²","116 m²","417 m²","3/2","3","1933","D","1.177 kr.","5.991 kr.","886 dage",NA,"35.000 kr.","3.144 kr.","2.638 kr.","1998","12 m²",NA,NA,NA
"206","5672 Broby","2022-08-12","165 m²","211 m²","3.307 m²","5/4","2","1978","A2010","2.701 kr.","18.934 kr.","139 dage",NA,"200.000 kr.","19.314 kr.","15.787 kr.",NA,"115 m²",NA,NA,NA
"207","5672 Broby","2022-08-12","270 m²","297 m²","2.705 m²","7/5","2","1877","D","3.678 kr.","4.360 kr.","302 dage",NA,"65.000 kr.","7.533 kr.","5.900 kr.","1973",NA,NA,NA,NA
"208","5672 Broby","2022-08-12","126 m²","133 m²","1.119 m²","5/3","2","1910","D","1.622 kr.","9.586 kr.","214 dage",NA,"65.000 kr.","7.412 kr.","5.805 kr.",NA,NA,NA,NA,NA
"209","5672 Broby","2022-08-12","350 m²","342 m²","3.846 m²","12/10","1","1877","C","1.833 kr.","8.757 kr.","99 dage","Vis historik","150.000 kr.","15.884 kr.","12.676 kr.","1994",NA,NA,NA,NA
"210","5672 Broby","2022-08-12","106 m²","111 m²","1.105 m²","4/3","1","1989","D",NA,NA,"168 dage",NA,NA,NA,NA,NA,NA,"2.154 kr.","1.350 kr.","979.700 kr."
"211","5672 Broby","2022-08-12","83 m²","97 m²","2.975 m²","3/2","1","1827",NA,"2.007 kr.","7.165 kr.","463 dage",NA,"35.000 kr.","3.144 kr.","2.638 kr.","1970",NA,NA,NA,NA
"212","5672 Broby","2022-08-12","150 m²","130 m²","3.219 m²","4/3","2","1827","C","1.226 kr.","13.808 kr.","122 dage","Vis historik","90.000 kr.","9.549 kr.","7.620 kr.","2006",NA,NA,NA,NA
"213","2660 Brøndby Strand","2022-08-12","135 m²","137 m²","996 m²","5/4","2","1999","C","4.294 kr.","47.409 kr.",NA,"Vis historik","325.000 kr.","37.513 kr.","29.998 kr.",NA,NA,NA,NA,NA
"214","2605 Brøndby","2022-08-12","85 m²","97 m²","860 m²","3/2","1","1957","E","2.929 kr.","33.505 kr.","170 dage",NA,"165.000 kr.","17.196 kr.","13.996 kr.",NA,"31 m²",NA,NA,NA
"215","2605 Brøndby","2022-08-12","301 m²","103 m²","1.007 m²","9/7","1","2021","A2015","4.742 kr.","79.563 kr.","126 dage","Vis historik","410.000 kr.","43.301 kr.","35.218 kr.",NA,NA,NA,NA,NA
"216","9700 Brønderslev","2022-08-12","131 m²","144 m²","3.814 m²","5/3","1","1883","C","1.435 kr.","4.826 kr.","437 dage",NA,"35.000 kr.","3.541 kr.","2.899 kr.","1991",NA,NA,NA,NA
"217","2700 Brønshøj","2022-08-12","86 m²","104 m²","821 m²","3/2","1","1956","D","5.756 kr.","39.375 kr.","135 dage","Vis historik","205.000 kr.","21.594 kr.","17.643 kr.",NA,"30 m²",NA,NA,NA
"218","2700 Brønshøj","2022-08-12","87 m²","105 m²","785 m²","4/3","3","1932","D","3.190 kr.","42.810 kr.","106 dage",NA,"225.000 kr.","25.803 kr.","20.737 kr.",NA,"87 m²",NA,NA,NA
"219","6650 Brørup","2022-08-12","116 m²","115 m²","862 m²","4/3","2","1905","G","1.099 kr.","4.304 kr.","1.932 dage",NA,"25.000 kr.","2.508 kr.","2.063 kr.",NA,NA,NA,NA,NA
"220","6650 Brørup","2022-08-12","195 m²","373 m²","10.954 m²","7/3","1","1866",NA,"3.061 kr.","3.472 kr.","1.891 dage",NA,"65.000 kr.","6.903 kr.","5.554 kr.","1987",NA,NA,NA,NA
"221","6650 Brørup","2022-08-12","248 m²","243 m²","1.019 m²","6/5","2","1979","C","2.276 kr.","7.387 kr.","2.275 dage","Vis historik","90.000 kr.","8.313 kr.","7.033 kr.",NA,NA,NA,NA,NA
"222","9460 Brovst","2022-08-12","138 m²","196 m²","7.895 m²","4/3",NA,"1916","D",NA,NA,NA,"Vis historik","30.000 kr.","3.230 kr.","2.582 kr.",NA,NA,NA,NA,NA
"223","9460 Brovst","2022-08-12","138 m²","143 m²","1.012 m²","4/3","1","1963","D","1.337 kr.","4.545 kr.","127 dage","Vis historik","35.000 kr.","3.476 kr.","2.782 kr.",NA,NA,NA,NA,NA
"224","9460 Brovst","2022-08-12","126 m²","132 m²","562 m²","3/3","2","1870","C","1.035 kr.","3.295 kr.","398 dage","Vis historik","25.000 kr.","2.341 kr.","1.873 kr.",NA,NA,NA,NA,NA
"225","9460 Brovst","2022-08-12","151 m²","136 m²","586 m²","4/3","2","1872","C","1.100 kr.","4.154 kr.","127 dage",NA,"30.000 kr.","3.042 kr.","2.434 kr.",NA,NA,NA,NA,NA
"226","9460 Brovst","2022-08-12","86 m²","92 m²","229 m²","4/2",NA,"1877","G","741 kr.","4.076 kr.","92 dage","Vis historik","25.000 kr.","2.007 kr.","1.606 kr.",NA,NA,NA,NA,NA
"227","9460 Brovst","2022-08-12","123 m²","129 m²","888 m²","4/3","1","1980","C","1.327 kr.","6.589 kr.","127 dage","Vis historik","45.000 kr.","4.527 kr.","3.624 kr.",NA,NA,NA,NA,NA
"228","9460 Brovst","2022-08-12","133 m²","139 m²","583 m²","4/2","2","1923","C","1.202 kr.","5.719 kr.","176 dage","Vis historik","40.000 kr.","4.252 kr.","3.403 kr.","1974",NA,NA,NA,NA
"229","9460 Brovst","2022-08-12","88 m²","123 m²","985 m²","3/2","2","1963",NA,"1.451 kr.","5.285 kr.","98 dage","Vis historik","35.000 kr.","3.476 kr.","2.782 kr.","1983","72 m²",NA,NA,NA
"230","9460 Brovst","2022-08-12","170 m²","181 m²","825 m²","5/4","1","1969","D","1.477 kr.","4.006 kr.","163 dage",NA,"40.000 kr.","3.863 kr.","3.091 kr.",NA,NA,NA,NA,NA
"231","9460 Brovst","2022-08-12","100 m²","102 m²","986 m²","4/3","1","1966","E","1.185 kr.","6.814 kr.","2.765 dage",NA,"35.000 kr.","3.726 kr.","2.981 kr.",NA,NA,NA,NA,NA
"232","9460 Brovst","2022-08-12","221 m²","235 m²","3.863 m²","7/5",NA,"1926","C",NA,NA,NA,"Vis historik","45.000 kr.","4.537 kr.","3.631 kr.","2001",NA,NA,NA,NA
"233","9460 Brovst","2022-08-12","280 m²",NA,"2.360 m²","5/3","1","1995",NA,"1.486 kr.","1.964 kr.","154 dage",NA,"30.000 kr.","2.950 kr.","2.360 kr.",NA,"140 m²",NA,NA,NA
"234","9460 Brovst","2022-08-12","210 m²","209 m²","1.879 m²","7/5","2","1902","E","1.547 kr.","2.847 kr.","99 dage",NA,"30.000 kr.","3.201 kr.","2.561 kr.","1976",NA,NA,NA,NA
"235","9460 Brovst","2022-08-12","200 m²","208 m²","552 m²","6/5","2","1910","D","1.303 kr.","3.822 kr.","3.292 dage","Vis historik","40.000 kr.","4.252 kr.","3.403 kr.","1978",NA,NA,NA,NA
"236","9460 Brovst","2022-08-12","106 m²","120 m²","1.022 m²","3/3","1","1969","D","1.337 kr.","3.958 kr.","132 dage",NA,"25.000 kr.","2.564 kr.","2.051 kr.",NA,NA,NA,NA,NA
"237","9460 Brovst","2022-08-12","174 m²","178 m²","9.345 m²","3/3",NA,"1926","E","1.343 kr.","2.219 kr.","87 dage","Vis historik","25.000 kr.","2.118 kr.","1.695 kr.","1980",NA,NA,NA,NA
"238","9460 Brovst","2022-08-12","111 m²","118 m²","428 m²","4/3","1","1974","E","1.113 kr.","5.042 kr.","1.742 dage",NA,"30.000 kr.","3.201 kr.","2.561 kr.","1998",NA,NA,NA,NA
"239","9460 Brovst","2022-08-12","166 m²","173 m²","772 m²","6/5","2","1909","E","1.527 kr.","4.017 kr.","1.989 dage","Vis historik","35.000 kr.","3.726 kr.","2.981 kr.","1975",NA,NA,NA,NA
"240","9460 Brovst","2022-08-12","153 m²","166 m²","1.166 m²","4/3","1","1974","D",NA,NA,NA,NA,"35.000 kr.","3.721 kr.","2.975 kr.",NA,NA,NA,NA,NA
"241","9460 Brovst","2022-08-12","120 m²","125 m²","495 m²","5/3","2","1934","C",NA,NA,NA,NA,"25.000 kr.","1.861 kr.","1.488 kr.",NA,NA,NA,NA,NA
"242","9460 Brovst","2022-08-12","72 m²","75 m²","804 m²","2/1","1","1875","F","838 kr.","4.867 kr.","3.292 dage",NA,"25.000 kr.","1.952 kr.","1.562 kr.","1942",NA,NA,NA,NA
"243","9460 Brovst","2022-08-12","184 m²","201 m²","2.068 m²","8/7","3","1904","G","1.540 kr.","3.209 kr.","1.548 dage",NA,"35.000 kr.","3.447 kr.","2.759 kr.","1956","27 m²",NA,NA,NA
"244","9460 Brovst","2022-08-12","130 m²","134 m²","672 m²","3/2","2","1932","E","1.168 kr.","2.948 kr.","1.522 dage",NA,"25.000 kr.","2.118 kr.","1.695 kr.","1968",NA,NA,NA,NA
"245","9460 Brovst","2022-08-12","126 m²","134 m²","777 m²","4/3","1","1976","D","1.327 kr.","5.955 kr.","101 dage","Vis historik","40.000 kr.","4.268 kr.","3.416 kr.",NA,NA,NA,NA,NA
"246","9460 Brovst","2022-08-12","200 m²","230 m²","1.180 m²","7/5","1","1960","F","1.592 kr.","3.587 kr.","869 dage",NA,"45.000 kr.","4.388 kr.","3.512 kr.","1968",NA,NA,NA,NA
